latitude,longitude,polarity
53.476744,-2.249203,0.0
53.476744,-2.249203,0.8
53.476744,-2.249203,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,-0.1875
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.476744,-2.249203,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.8
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.13636363636363635
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.477261,-2.249037,-0.10833333333333334
53.477261,-2.249037,0.0
53.477261,-2.249037,0.0
53.476744,-2.249203,0.0
53.478344,-2.249637,0.0
53.474404,-2.251135,0.2857142857142857
53.475162,-2.25651,0.0
53.475022,-2.249425,-0.25
53.474602,-2.250214,0.0
53.474577,-2.252009,0.0
53.476227,-2.24915,0.0
53.476227,-2.24915,0.0
53.476227,-2.24915,0.0
53.475895,-2.251274,0.4
53.476521,-2.253484,0.0
53.476521,-2.253484,0.0
53.474575,-2.255823,0.0
53.475525,-2.25592,0.0
53.475525,-2.25592,0.0
53.475525,-2.25592,0.0
53.473622,-2.255351,0.0
53.47366,-2.255415,0.0
53.47502,-2.257016,0.0
53.47502,-2.257016,0.0
53.477517,-2.249987,0.8
53.477856,-2.249418,0.8
53.474772,-2.25062,0.0
53.473565,-2.255952,0.0
53.474583,-2.251156,-0.1
53.474404,-2.251135,-0.16666666666666666
53.475236,-2.254712,0.05
53.477866,-2.259503,0.0
53.474088,-2.25313,0.0
53.474701,-2.250362,0.0
53.474995,-2.251929,0.0
53.47526,-2.256724,0.0
53.47526,-2.256724,0.0
53.47526,-2.256724,0.0
53.47383,-2.260286,0.5
53.476103,-2.252326,0.0
53.474918,-2.2518,0.0
53.47503,-2.257293,0.0
53.473961,-2.2533,0.0
53.474586,-2.252304,0.0
53.474452,-2.250531,-0.025
53.474152,-2.251167,0.10555555555555556
53.474874,-2.257207,0.7
53.474086,-2.254349,0.0
53.474586,-2.251832,0.0
53.474867,-2.251746,-0.15555555555555556
53.477013,-2.254943,0.0
53.476515,-2.254149,0.0
53.474855,-2.256531,0.0
53.47488,-2.256531,0.0
53.474752,-2.256467,0.0
53.474637,-2.255737,0.0
53.475097,-2.255995,0.0
53.474663,-2.255458,0.0
53.474778,-2.256703,0.0
53.474808,-2.250362,0.0
53.475911,-2.2509,-0.03333333333333333
53.474772,-2.250738,0.0
53.475797,-2.253731,0.0
53.473683,-2.25636,0.4166666666666667
53.474335,-2.258419,0.0
53.47348,-2.256131,0.3
53.474019,-2.256295,0.5
53.474526,-2.254879,0.0
53.474597,-2.256714,0.0
53.476341,-2.2563,0.0
53.4762,-2.256414,0.0
53.476105,-2.256473,0.0
53.476055,-2.256489,0.0
53.476055,-2.256489,0.0
53.476027,-2.25652,0.0
53.475808,-2.256625,0.0
53.475811,-2.256617,0.0
53.475638,-2.25667,0.0
53.475497,-2.256678,0.0
53.475483,-2.25667,0.0
53.475297,-2.25685,0.0
53.4753,-2.256859,0.0
53.475291,-2.256906,0.0
53.475297,-2.257006,0.0
53.475188,-2.256992,0.0
53.475125,-2.256973,0.0
53.475066,-2.2568,0.0
53.475052,-2.256756,0.0
53.474708,-2.25667,0.0
